candidate,party,district,predicted_votes_in_2023_elections,predicted_elected,election_result,votes_in_2023_elections,age,sex
Kuivalainen Maija,VAS,SKA,897.8176,1,ON_SUBSTITUTE_PLACE,1924,24,1
Tahvanainen Petteri,VAS,SKA,754.4353,0,NOT_ELECTED,638,55,0
Pikkarainen Rauno,VAS,SKA,709.57806,0,NOT_ELECTED,649,57,0
Laitinen Niina,VAS,SKA,684.2272,0,NOT_ELECTED,540,36,1
Maasilta Markku,VAS,SKA,683.6149,0,NOT_ELECTED,150,64,0
Al-Sawad Adam,VAS,SKA,538.52014,0,NOT_ELECTED,272,28,0
Korppi Heikki,VAS,SKA,447.10736,0,NOT_ELECTED,523,53,0
Niskanen Tiina,VAS,SKA,361.721,1,NOT_ELECTED,669,41,1
Häkki Maura,VAS,SKA,329.87552,0,NOT_ELECTED,699,23,1
Heikkinen Leena,VAS,SKA,273.38223,0,NOT_ELECTED,436,39,1
Malinen Ilkka,VAS,SKA,267.43765,0,NOT_ELECTED,78,71,0
Laitinen Sakari,VAS,SKA,264.16644,0,NOT_ELECTED,170,30,0
Kallioinen Toni,SKP,SKA,155.1522,0,NOT_ELECTED,45,35,0
Kivistö Anni,SKP,SKA,124.28815,0,NOT_ELECTED,42,39,1
Tanski Juhani,SKP,SKA,96.5667,0,NOT_ELECTED,19,76,0
Svenn Paavo,SKP,SKA,86.991554,0,NOT_ELECTED,22,78,0
Vaskonen Martti,SKP,SKA,77.74316,0,NOT_ELECTED,62,68,0
Eskelinen Seppo,SDP,SKA,4537.3867,1,ELECTED,6975,62,0
Suhonen Timo,SDP,SKA,4057.949,1,ELECTED,6510,48,0
Väätäinen Tuula,SDP,SKA,3549.9392,1,ELECTED,4412,67,1
Järn Sari,SDP,SKA,2812.7495,0,NOT_ELECTED,1053,58,1
Kauppinen Sanna,SDP,SKA,2303.0906,0,NOT_ELECTED,1829,48,1
Rissanen Sanna,SDP,SKA,2292.7004,1,NOT_ELECTED,3817,47,1
Airaksinen Tanja,SDP,SKA,1624.9432,1,ON_SUBSTITUTE_PLACE,3989,52,1
Kangaskolkka Emilia,SDP,SKA,1433.614,1,NOT_ELECTED,2351,19,1
Mikkonen Virve,SDP,SKA,1019.23883,0,NOT_ELECTED,2323,50,1
Puruskainen-Saarelainen Anna,SDP,SKA,932.2247,1,NOT_ELECTED,2158,41,1
Backnäs Teemu,SDP,SKA,904.4883,1,NOT_ELECTED,2902,41,0
Miettinen Heikki,SDP,SKA,817.0469,0,NOT_ELECTED,1532,48,0
Räsänen Annu,SDP,SKA,745.3494,1,NOT_ELECTED,1905,43,1
Hiltunen Mikko,SDP,SKA,694.3928,1,NOT_ELECTED,719,26,0
Mikkonen Vilho,SDP,SKA,690.3016,0,NOT_ELECTED,428,46,0
Kamalakanan Suraindran,RKP,SKA,281.52582,0,NOT_ELECTED,87,49,0
Häyrynen Tommy,RKP,SKA,109.36828,0,NOT_ELECTED,47,54,0
Antikainen Sanna,PS,SKA,8919.899,1,ELECTED,7720,34,1
Reijonen Minna,PS,SKA,6142.985,1,ELECTED,6687,50,1
Wihonen Jussi,PS,SKA,4733.449,1,NOT_ELECTED,2558,60,0
Väänänen Harri,PS,SKA,3805.4766,1,ON_SUBSTITUTE_PLACE,4663,50,0
Mara Outi,PS,SKA,2227.7197,0,NOT_ELECTED,1070,48,1
Kärkkäinen Ilpo,PS,SKA,2219.4504,1,NOT_ELECTED,1983,52,0
Vornanen Timo,PS,SKA,1799.1581,1,ELECTED,6474,53,0
Grönlund Tiina,PS,SKA,1551.6969,1,NOT_ELECTED,1526,57,1
Uljonen Henri,PS,SKA,1525.8417,0,NOT_ELECTED,1282,39,0
Hiltunen Mika,PS,SKA,1462.331,1,NOT_ELECTED,1463,51,0
Pirinen Risto,PS,SKA,1269.6572,1,NOT_ELECTED,1276,68,0
Määttä Henry,PS,SKA,1198.1038,1,NOT_ELECTED,2398,43,0
Peltola Outi,PS,SKA,1057.0175,0,NOT_ELECTED,2320,58,1
Väätäinen Nanna,PS,SKA,819.27185,1,NOT_ELECTED,2790,18,1
Lahtinen Hannu,PS,SKA,695.2175,0,NOT_ELECTED,751,57,0
Mustonen Pekka,PIR,SKA,233.42415,0,NOT_ELECTED,126,41,0
Mustonen Tiia,PIR,SKA,204.45216,0,NOT_ELECTED,35,39,1
Nikkinen Jari,PIR,SKA,136.0038,0,NOT_ELECTED,120,26,0
Löfgrén Aleksi,PIR,SKA,121.869774,0,NOT_ELECTED,44,30,0
Sottinen Riku,LIIK,SKA,757.1532,0,NOT_ELECTED,132,39,0
Huovinen Sari,LIIK,SKA,741.23444,0,NOT_ELECTED,459,57,1
Pöksyläinen Leena,LIIK,SKA,593.321,0,NOT_ELECTED,587,38,1
Soini Teemu,LIIK,SKA,553.29913,0,NOT_ELECTED,482,42,0
Hiltunen Kari,LIIK,SKA,289.6333,0,NOT_ELECTED,78,50,0
Koponen Pekka,LIIK,SKA,251.94035,1,NOT_ELECTED,1126,29,0
Hirvonen Kirsi,LIIK,SKA,246.22481,0,NOT_ELECTED,159,59,1
Kuosmanen Pasi,LIIK,SKA,220.12776,0,NOT_ELECTED,699,48,0
Nylund Pertti,LIIK,SKA,216.43297,0,NOT_ELECTED,275,50,0
Kauppinen Jan,LIIK,SKA,145.35747,0,NOT_ELECTED,76,42,0
Heikkinen Miia,LIIK,SKA,140.62285,0,NOT_ELECTED,342,48,1
Kotivuori Juha,LIIK,SKA,138.82019,0,NOT_ELECTED,162,46,0
Reinikainen Outi,LIIK,SKA,134.84784,0,NOT_ELECTED,110,53,1
Miettinen Rauno,LIBE,SKA,232.505,0,NOT_ELECTED,159,56,0
Laustela Santeri,LIBE,SKA,151.91565,0,NOT_ELECTED,163,24,0
Airas Veera,LIBE,SKA,127.56981,0,NOT_ELECTED,39,46,1
Saraste Heikki,LIBE,SKA,112.92265,0,NOT_ELECTED,40,68,0
Peltola Jarmo,LIBE,SKA,91.962906,0,NOT_ELECTED,83,69,0
Kanteleenmäki Oona,KRIP,SKA,221.38866,0,NOT_ELECTED,206,46,1
Armassalo Zibelina,KRIP,SKA,112.810585,0,NOT_ELECTED,141,60,1
Kilpi Marko,KOK,SKA,6853.5557,1,ELECTED,9428,53,0
Elo Timo,KOK,SKA,4065.0505,1,ON_SUBSTITUTE_PLACE,2874,60,0
Eestilä Markku,KOK,SKA,2746.229,1,ELECTED,3463,66,0
Pääkkö Sakari,KOK,SKA,2368.2737,1,NOT_ELECTED,2387,28,0
Hynninen Kati,KOK,SKA,1599.3271,1,NOT_ELECTED,2391,41,1
Niiranen Pekka,KOK,SKA,1587.1094,0,NOT_ELECTED,1511,59,0
Partanen Karoliina,KOK,SKA,1398.673,1,ELECTED,7172,39,1
Riihola Kari,KOK,SKA,1052.4196,0,NOT_ELECTED,794,55,0
Kulmala Kari,KOK,SKA,1011.4332,0,NOT_ELECTED,1488,57,0
Kulmala Kari,KOK,SKA,1011.4332,0,NOT_ELECTED,1488,57,0
Kaita Karita,KOK,SKA,920.26825,1,NOT_ELECTED,2453,39,1
Turunen Jaana,KOK,SKA,566.23676,0,NOT_ELECTED,577,50,1
Knaapi Anne,KOK,SKA,501.44394,0,NOT_ELECTED,398,62,1
Ojala Kari,KOK,SKA,469.92807,0,NOT_ELECTED,556,65,0
Vallius-Hyttinen Marjo,KOK,SKA,395.6457,1,NOT_ELECTED,673,52,1
Elmaci Joel,KOK,SKA,352.10132,0,NOT_ELECTED,527,23,0
Pirkkalainen Riikka,KESK,SKA,5485.249,1,ON_SUBSTITUTE_PLACE,4015,43,1
Huttunen Hanna,KESK,SKA,5049.9014,1,ELECTED,5849,53,1
Hoskonen Hannu,KESK,SKA,3743.7034,1,ELECTED,7011,65,0
Linnanmäki Vesa,KESK,SKA,3499.0579,1,NOT_ELECTED,3533,50,0
Piiparinen Auli,KESK,SKA,3306.7295,1,NOT_ELECTED,2184,27,1
Siponen Markku,KESK,SKA,2853.6008,1,ELECTED,5539,43,0
Väänänen Timo,KESK,SKA,2653.1724,1,NOT_ELECTED,3517,56,0
Ripatti Timo,KESK,SKA,2355.3953,1,NOT_ELECTED,2074,61,0
Nuutinen Jere,KESK,SKA,1839.7017,0,NOT_ELECTED,1085,29,0
Mustonen Juha,KESK,SKA,1797.8674,1,NOT_ELECTED,2265,65,0
Rautiainen Merja,KESK,SKA,1455.9485,0,NOT_ELECTED,1691,57,1
Miettinen Asko,KESK,SKA,1388.2755,0,NOT_ELECTED,763,56,0
Lapveteläinen Tuomo,KESK,SKA,1153.8389,0,NOT_ELECTED,486,59,0
Harinen Jertta,KESK,SKA,1088.1871,1,NOT_ELECTED,2069,46,1
Rossi Markku,KESK,SKA,921.6597,1,NOT_ELECTED,2123,67,0
Essayah Sari,KD,SKA,16975.139,1,ELECTED,15862,56,1
Vornanen Ahti-Pekka,KD,SKA,2000.374,1,ON_SUBSTITUTE_PLACE,1099,63,0
Kokko Osmo,KD,SKA,1655.907,0,NOT_ELECTED,480,68,0
Silvennoinen Maija,KD,SKA,854.0711,0,NOT_ELECTED,720,44,1
Pyöriäinen Jasmin,KD,SKA,737.37897,0,NOT_ELECTED,270,33,1
Cederberg Björn,KD,SKA,628.5149,1,NOT_ELECTED,460,68,0
Ojala Annukka,KD,SKA,614.1142,0,NOT_ELECTED,981,31,1
Hartikainen Heidi,KD,SKA,572.0068,0,NOT_ELECTED,318,42,1
Haukka Hannu,KD,SKA,479.12585,0,NOT_ELECTED,337,59,0
Pohjola Kari,KD,SKA,411.45166,0,NOT_ELECTED,71,62,0
Koskela Harri,KD,SKA,307.65427,0,NOT_ELECTED,391,63,0
Turunen Matti,KD,SKA,269.38043,0,NOT_ELECTED,155,40,0
Klaavo Eero,KD,SKA,253.83038,0,NOT_ELECTED,151,21,0
Kärki Ella,KD,SKA,250.19069,0,NOT_ELECTED,450,66,1
Backman Pirjo,KD,SKA,233.73386,0,NOT_ELECTED,278,67,1
Jumppanen Teemu,EOP,SKA,164.4779,0,NOT_ELECTED,296,39,0
Lukkarinen Arto,E157,SKA,102.2743,0,NOT_ELECTED,50,58,0
Rämäkkö Heli,VL,VAA,3216.502,1,NOT_ELECTED,2146,46,1
Talvitie Annukka,VL,VAA,592.3654,0,NOT_ELECTED,205,41,1
Hagström Linda,VL,VAA,262.62936,1,NOT_ELECTED,368,42,1
Poltto Jyri,VL,VAA,245.75717,0,NOT_ELECTED,175,47,0
Clay Dawson,VL,VAA,154.14717,0,NOT_ELECTED,218,30,0
Hautamäki Riku,VL,VAA,148.05072,0,NOT_ELECTED,178,46,0
Heinua Susanna,VL,VAA,127.56981,0,NOT_ELECTED,78,45,1
Hauta-Aho Saara,VL,VAA,121.54482,0,NOT_ELECTED,81,29,1
Turunen Hannu,VL,VAA,93.51925,0,NOT_ELECTED,73,64,0
Kesa Heiti,VL,VAA,91.962906,0,NOT_ELECTED,30,67,0
Nivukoski Anne,VKK,VAA,187.25645,0,NOT_ELECTED,197,52,1
Ekström Jani,VKK,VAA,142.52849,0,NOT_ELECTED,138,30,0
Hautala Sami,VKK,VAA,131.93147,0,NOT_ELECTED,50,33,0
Hujanen Petri,VKK,VAA,124.04012,0,NOT_ELECTED,118,49,0
Ståhlberg Vera,VKK,VAA,116.690094,0,NOT_ELECTED,24,52,1
Alhonnoro Lotta,VIHR,VAA,3005.4954,0,NOT_ELECTED,2111,38,1
Ala-Kokko Laura,VIHR,VAA,1334.7242,0,NOT_ELECTED,915,43,1
Haavisto Jami,VIHR,VAA,1034.256,0,NOT_ELECTED,295,25,0
Teerikangas Anni,VIHR,VAA,893.66925,0,NOT_ELECTED,201,40,1
Kuisti Jenni,VIHR,VAA,640.95776,0,NOT_ELECTED,585,37,1
Ojajärvi Tuomas,VIHR,VAA,615.845,0,NOT_ELECTED,532,46,0
Saita Maria,VIHR,VAA,543.7686,0,NOT_ELECTED,553,23,1
Snellman Thomas,VIHR,VAA,417.31897,0,NOT_ELECTED,230,64,0
Perälä Marko,VIHR,VAA,362.24475,0,NOT_ELECTED,158,45,0
Hemming Jonathan,VIHR,VAA,343.82297,0,NOT_ELECTED,331,42,0
Namiq Shirin,VIHR,VAA,337.47964,0,NOT_ELECTED,261,41,1
Syrjä Suvi,VIHR,VAA,269.47745,0,NOT_ELECTED,125,42,1
Sahlgren Laura,VIHR,VAA,236.03413,0,NOT_ELECTED,278,42,1
Saarteinen Lotta,VIHR,VAA,218.27803,0,NOT_ELECTED,31,28,1
Laakso Johanna,VIHR,VAA,217.77187,0,NOT_ELECTED,87,48,1
Ulvinen Irena,VIHR,VAA,217.77187,0,NOT_ELECTED,59,45,1
Knuuttila Antti,VAS,VAA,848.91785,0,NOT_ELECTED,602,44,0
Karhu Virpi,VAS,VAA,695.1926,0,NOT_ELECTED,832,56,1
Moisio Harri,VAS,VAA,514.45154,0,NOT_ELECTED,1150,68,0
Jussila Noora,VAS,VAA,494.8651,0,NOT_ELECTED,631,34,1
Pietilä Roy,VAS,VAA,348.51694,0,NOT_ELECTED,270,42,0
Bäckman Dan,VAS,VAA,296.89154,0,NOT_ELECTED,315,39,0
Kinnari Raimo,VAS,VAA,277.57602,0,NOT_ELECTED,142,74,0
Elomaa Ari,VAS,VAA,259.4771,0,NOT_ELECTED,234,50,0
Löfholm Teija,VAS,VAA,250.72403,0,NOT_ELECTED,417,55,1
Herranen Teuvo,VAS,VAA,249.03145,0,NOT_ELECTED,115,67,0
Hilli Jussi,VAS,VAA,236.39697,0,NOT_ELECTED,170,35,0
Ågren Siv,VAS,VAA,184.86821,0,NOT_ELECTED,138,62,1
Kurkinen Kalle,VAS,VAA,184.41995,0,NOT_ELECTED,61,44,0
Lind Saana,VAS,VAA,160.87021,0,NOT_ELECTED,367,34,1
Aho Hannu,VAS,VAA,158.96208,1,NOT_ELECTED,368,61,0
Lehtola Petteri,VAS,VAA,147.78552,0,NOT_ELECTED,153,41,0
Päiväniemi Juha,SKP,VAA,84.98227,0,NOT_ELECTED,117,65,0
Mäkynen Matias,SDP,VAA,5432.945,1,ELECTED,6628,32,0
Berg Kim,SDP,VAA,5347.2944,1,ELECTED,3631,48,0
Sjökvist Peter,SDP,VAA,1959.4966,1,NOT_ELECTED,586,52,0
Teerikangas Emilia,SDP,VAA,1629.9672,1,NOT_ELECTED,1938,43,1
Behm Niina,SDP,VAA,1402.7006,1,NOT_ELECTED,2282,47,1
Isotalus Tiina,SDP,VAA,1326.5044,1,ON_SUBSTITUTE_PLACE,3194,38,1
Päivärinta Terhi,SDP,VAA,1190.507,0,NOT_ELECTED,739,66,1
Norrena Tanja,SDP,VAA,981.1196,0,NOT_ELECTED,2091,34,1
Caldén Anna,SDP,VAA,786.81506,0,NOT_ELECTED,1018,42,1
Storbjörk Jacob,SDP,VAA,724.2816,1,NOT_ELECTED,925,28,0
Granholm Jasmin,SDP,VAA,620.8873,0,NOT_ELECTED,1745,38,1
Syrjälä Toni,SDP,VAA,557.272,0,NOT_ELECTED,509,36,0
Tolppanen Maria,SDP,VAA,532.968,0,NOT_ELECTED,1585,70,1
Kivimäki Jari,SDP,VAA,529.57306,0,NOT_ELECTED,1121,53,0
Leppälä Taisto,SDP,VAA,496.8544,0,NOT_ELECTED,358,59,0
Kivinummi Kari,SDP,VAA,476.76254,0,NOT_ELECTED,633,63,0
Henriksson Anna-Maja,RKP,VAA,14007.484,1,ELECTED,12657,59,1
Strand Joakim,RKP,VAA,11294.352,1,ELECTED,7079,40,0
Ollikainen Mikko,RKP,VAA,7054.811,1,ELECTED,5397,45,0
Norrback Anders,RKP,VAA,4552.635,1,ELECTED,5927,59,0
Ingo Christoffer,RKP,VAA,3828.776,1,ON_SUBSTITUTE_PLACE,4802,28,0
Somppi Sari,RKP,VAA,3049.94,1,NOT_ELECTED,1941,41,1
Mahdi Ramieza,RKP,VAA,2476.0022,0,NOT_ELECTED,936,41,1
Frostdahl Steven,RKP,VAA,1587.082,0,NOT_ELECTED,1380,49,0
Villanen Frans,RKP,VAA,1454.0435,1,NOT_ELECTED,1238,27,0
Bystedt Rainer,RKP,VAA,1410.0503,0,NOT_ELECTED,1159,62,0
Holmäng Johanna,RKP,VAA,1358.4408,1,NOT_ELECTED,1735,40,1
Snellman Hans,RKP,VAA,1264.2998,0,NOT_ELECTED,562,67,0
Jungell Ida-Marie,RKP,VAA,1148.9292,0,NOT_ELECTED,502,29,1
Sandbacka Joacim,RKP,VAA,860.6644,0,NOT_ELECTED,1054,49,0
Lindberg Marja,RKP,VAA,858.7885,0,NOT_ELECTED,941,46,1
Forsblom Greger,RKP,VAA,799.0813,0,NOT_ELECTED,286,59,0
Peltokangas Mauri,PS,VAA,14323.671,1,ELECTED,14548,57,0
Mäenpää Juha,PS,VAA,5640.9746,1,ELECTED,8045,51,0
Vallin Jouni,PS,VAA,4868.572,1,NOT_ELECTED,2016,55,0
Mäkynen Jukka,PS,VAA,2711.072,1,ON_SUBSTITUTE_PLACE,3182,61,0
Rintamäki Anne,PS,VAA,2171.8564,1,ELECTED,5502,59,1
Malinen Jorma,PS,VAA,1937.9608,1,NOT_ELECTED,1298,65,0
Juurakko Petri,PS,VAA,1879.4751,1,NOT_ELECTED,1993,54,0
Toppari Marcus,PS,VAA,1442.2758,1,NOT_ELECTED,2061,27,0
Lepistö Petri,PS,VAA,1330.249,1,NOT_ELECTED,2054,52,0
Huuki Manolis,PS,VAA,1072.156,0,NOT_ELECTED,649,31,0
Mattila Risto,PS,VAA,1025.7563,0,NOT_ELECTED,1183,39,0
Keränen Ulpu,PS,VAA,1005.8847,1,NOT_ELECTED,1488,42,1
Kurikka Leena,PS,VAA,799.4298,0,NOT_ELECTED,848,61,1
Sillanpää Pia,PS,VAA,745.4331,1,ELECTED,3781,45,1
Aalto Rami,PS,VAA,702.197,1,NOT_ELECTED,3122,26,0
Kannelmaa Esa,PS,VAA,463.19608,0,NOT_ELECTED,762,63,0
Kattelus-Kilpeläinen Piia,LIIK,VAA,2410.8542,1,NOT_ELECTED,1258,49,1
Jaskari Harri,LIIK,VAA,909.9622,0,NOT_ELECTED,317,49,0
Alkio Juhani,LIIK,VAA,169.1717,0,NOT_ELECTED,87,61,0
Karppinen-Pirkola Satu,LIIK,VAA,134.10707,0,NOT_ELECTED,902,37,1
Korhonen Toni,LIIK,VAA,131.93147,0,NOT_ELECTED,482,34,0
Häggblom Simon,LIIK,VAA,131.93147,0,NOT_ELECTED,76,40,0
Iloniemi Matti,LIIK,VAA,119.36923,0,NOT_ELECTED,420,20,0
Haka Sari,LIIK,VAA,118.5244,0,NOT_ELECTED,70,50,1
Saarela Mertsi,LIIK,VAA,116.50473,0,NOT_ELECTED,47,51,0
Erola Jaakko,LIIK,VAA,109.36828,0,NOT_ELECTED,56,55,0
Mäkipelto Jussi,LIBE,VAA,280.37012,0,NOT_ELECTED,220,36,0
Penttilä Antti,LIBE,VAA,168.18051,0,NOT_ELECTED,51,28,0
Karhunen Eerikki,LIBE,VAA,148.58632,0,NOT_ELECTED,159,31,0
Mäkipelto Olli,LIBE,VAA,93.42919,0,NOT_ELECTED,41,61,0
Toivanen Pontus,KRIP,VAA,161.23483,0,NOT_ELECTED,134,44,0
Jokiaho Jukka,KRIP,VAA,131.93147,0,NOT_ELECTED,80,39,0
Risikko Paula,KOK,VAA,9586.441,1,ELECTED,8350,62,1
Sankelo Janne,KOK,VAA,4602.97,1,ON_SUBSTITUTE_PLACE,3195,56,0
Mäki Tommi,KOK,VAA,3966.4392,1,NOT_ELECTED,1760,31,0
Koski Susanna,KOK,VAA,3528.477,1,NOT_ELECTED,2197,38,1
Mäkynen Jyrki,KOK,VAA,2619.4773,1,NOT_ELECTED,1615,58,0
Luoma Kai,KOK,VAA,2425.898,1,NOT_ELECTED,2417,55,0
Seppälä Harri,KOK,VAA,1736.5038,1,NOT_ELECTED,2776,59,0
Leijonanmieli Sam,KOK,VAA,1394.4319,1,NOT_ELECTED,2283,32,0
Koskela Harri,KOK,VAA,1344.7952,0,NOT_ELECTED,1029,40,0
Keskinen Sami,KOK,VAA,1310.6425,0,NOT_ELECTED,1541,44,0
Jukkola Janne,KOK,VAA,881.5003,1,ELECTED,3480,45,0
Koivula Riitta,KOK,VAA,842.5559,0,NOT_ELECTED,721,52,1
Ridanpää-Taittonen Annu,KOK,VAA,841.83026,0,NOT_ELECTED,1671,60,1
Luhtala Jesse,KOK,VAA,658.9895,0,NOT_ELECTED,859,30,0
Hiltula Mari,KOK,VAA,390.29318,0,NOT_ELECTED,744,48,1
Huhta Henrik,KOK,VAA,322.83893,0,NOT_ELECTED,478,77,0
Kurvinen Antti,KESK,VAA,10122.935,1,ELECTED,6821,36,0
Lintilä Mika,KESK,VAA,8816.242,1,ELECTED,6116,56,0
Kivisaari Pasi,KESK,VAA,5937.135,1,ON_SUBSTITUTE_PLACE,5720,51,0
Savola Mikko,KESK,VAA,5480.6187,1,ELECTED,6770,41,0
Hautala Lasse,KESK,VAA,4516.7466,1,NOT_ELECTED,5117,60,0
Innanen Sari,KESK,VAA,2315.6365,1,NOT_ELECTED,2943,57,1
Pietilä Oliver,KESK,VAA,1713.906,1,NOT_ELECTED,960,23,0
Heinonen Henna Helmi,KESK,VAA,1629.7689,1,NOT_ELECTED,1659,41,1
Kandolin Olavi,KESK,VAA,1620.1954,0,NOT_ELECTED,1348,43,0
Sihto Paula,KESK,VAA,1540.3202,1,NOT_ELECTED,2024,61,1
Peltonen Jouko,KESK,VAA,1510.2717,0,NOT_ELECTED,414,56,0
Keskinen Pasi,KESK,VAA,1452.8506,1,NOT_ELECTED,936,47,0
Palmu Sari,KESK,VAA,1328.6979,0,NOT_ELECTED,1620,50,1
Niemistö Esa,KESK,VAA,1218.6085,0,NOT_ELECTED,699,65,0
Leivo-Rintakorpi Tuija,KESK,VAA,1156.2393,0,NOT_ELECTED,582,57,1
Lehto Alina,KESK,VAA,694.8925,0,NOT_ELECTED,541,33,1
Östman Peter,KD,VAA,4185.3154,1,ELECTED,6444,61,0
Nummensalo Kati,KD,VAA,1179.4987,1,ON_SUBSTITUTE_PLACE,1918,48,1
Lähdesmäki Juhana,KD,VAA,857.91644,0,NOT_ELECTED,547,51,0
Pettersson David,KD,VAA,810.046,0,NOT_ELECTED,1664,41,0
Ahlskog Hanna-Lea,KD,VAA,559.32855,1,NOT_ELECTED,1126,40,1
Kaunismäki Tomi,KD,VAA,549.7324,0,NOT_ELECTED,1103,41,0
Kippo Hannu,KD,VAA,386.45953,0,NOT_ELECTED,806,68,0
Lehtola Rami,KD,VAA,352.3641,0,NOT_ELECTED,240,45,0
Karell Arvid,KD,VAA,341.8846,0,NOT_ELECTED,160,24,0
Ahopelto Pentti,KD,VAA,341.51318,0,NOT_ELECTED,498,55,0
Latvala Sampo,KD,VAA,331.71533,0,NOT_ELECTED,994,51,0
Männistö Veera,KD,VAA,325.06567,0,NOT_ELECTED,122,21,1
Granberg Håkan,KD,VAA,309.3976,0,NOT_ELECTED,162,66,0
Rantanen Kimmo,KD,VAA,303.9543,0,NOT_ELECTED,374,61,0
Mäki Carita,KD,VAA,291.0093,1,NOT_ELECTED,515,63,1
Ali-Haapala Virpi,KD,VAA,276.15515,0,NOT_ELECTED,447,56,1
Tanila Juho,KAL,VAA,127.92763,0,NOT_ELECTED,36,31,0
Paananen Lasse,VL,KES,208.94368,0,NOT_ELECTED,211,44,0
Hämäläinen Jouni,VL,KES,183.96213,0,NOT_ELECTED,53,50,0
Berg Sanni,VL,KES,178.93974,1,NOT_ELECTED,479,35,1
Jokinen Suvi,VL,KES,166.6535,0,NOT_ELECTED,149,41,1
Lampen Lasse,VL,KES,164.4779,0,NOT_ELECTED,72,42,0
Raiskila Vesa,VL,KES,145.06325,0,NOT_ELECTED,177,58,0
Kapustamäki Reija,VL,KES,134.10707,0,NOT_ELECTED,104,41,1
Kinnunen Juha,VL,KES,114.42453,0,NOT_ELECTED,81,53,0
Tani Rosa,VKK,KES,367.22665,0,NOT_ELECTED,58,34,1
Vääräsmäki Johanna,VKK,KES,154.09126,0,NOT_ELECTED,51,29,1
Ahonen Suvi,VKK,KES,134.10707,1,NOT_ELECTED,148,39,1
Ratilainen Oksana,VKK,KES,127.56981,0,NOT_ELECTED,45,48,1
Niemijärvi Carita,VKK,KES,127.56981,0,NOT_ELECTED,10,47,1
Harjula Petri,VKK,KES,125.394196,0,NOT_ELECTED,30,45,0
Kuronen Paavo,VKK,KES,121.869774,0,NOT_ELECTED,66,30,0
Koitela Konsta,VKK,KES,119.36923,0,NOT_ELECTED,38,26,0
Immonen Vesa,VKK,KES,114.514496,0,NOT_ELECTED,23,52,0
Schwach Mika,VKK,KES,114.42453,0,NOT_ELECTED,82,53,0
Helle Tuula,VKK,KES,94.13849,0,NOT_ELECTED,3,68,1
Nuutinen Seppo,VKK,KES,91.962906,0,NOT_ELECTED,17,69,0
Tolvanen Markku,VKK,KES,91.962906,0,NOT_ELECTED,13,74,0
Hiltunen Seppo,VKK,KES,91.962906,0,NOT_ELECTED,10,70,0
Forsgrén Bella,VIHR,KES,4954.294,1,ELECTED,5787,31,1
Hyöky Elma,VIHR,KES,1274.0154,1,NOT_ELECTED,648,28,1
Savolainen Katri,VIHR,KES,1192.6357,1,ON_SUBSTITUTE_PLACE,1470,39,1
Viitasaari Vilma,VIHR,KES,884.87274,0,NOT_ELECTED,657,28,1
Lyytinen Leena,VIHR,KES,645.6185,0,NOT_ELECTED,509,41,1
Lähdesluoma Helinä,VIHR,KES,602.69885,0,NOT_ELECTED,394,42,1
Ylikulju Kyösti,VIHR,KES,431.61255,0,NOT_ELECTED,163,43,0
Ketola Tarmo,VIHR,KES,422.59436,0,NOT_ELECTED,785,46,0
Ketola Johanna,VIHR,KES,366.54037,1,NOT_ELECTED,297,44,1
Helander Seija,VIHR,KES,357.03537,1,NOT_ELECTED,208,53,1
Holmberg Nico,VIHR,KES,319.17078,0,NOT_ELECTED,304,51,0
Toikkanen Tuija,VIHR,KES,303.21368,1,NOT_ELECTED,137,52,1
Takanen Eemeli,VIHR,KES,283.0709,0,NOT_ELECTED,202,25,0
Susiluoma Heikki,VIHR,KES,266.57462,0,NOT_ELECTED,120,65,0
Käppi Matleena,VAS,KES,3709.4973,1,NOT_ELECTED,3734,27,1
Vainikainen Ira,VAS,KES,1349.852,1,NOT_ELECTED,774,27,1
Ingervo Sirkku,VAS,KES,744.6929,0,NOT_ELECTED,529,63,1
Hirsjärvi Irma,VAS,KES,643.59753,1,NOT_ELECTED,1310,62,1
Rantala Oskari,VAS,KES,615.4337,0,NOT_ELECTED,451,38,0
Abbey Paul,VAS,KES,569.05817,0,NOT_ELECTED,332,57,0
Martins Sirpa,VAS,KES,469.2648,0,NOT_ELECTED,1024,56,1
Ekola Akseli,VAS,KES,410.2354,0,NOT_ELECTED,218,28,0
Glad Hannu,VAS,KES,322.86697,1,NOT_ELECTED,624,64,0
Ylläsjärvi-Kuitunen Hanna,VAS,KES,282.62888,0,NOT_ELECTED,101,40,1
Rantanen Simo,VAS,KES,269.38043,0,NOT_ELECTED,171,40,0
Kontio Tiina,VAS,KES,251.18623,0,NOT_ELECTED,396,41,1
Rantanen Iida,VAS,KES,236.00111,0,NOT_ELECTED,199,29,1
Järvinen Ahti,VAS,KES,225.93874,0,NOT_ELECTED,128,64,0
Hokkanen Pasi,SML,KES,164.4779,0,NOT_ELECTED,21,41,0
Lukkarinen Tommi,SML,KES,157.94063,0,NOT_ELECTED,65,47,0
Pasanen Olli,SML,KES,152.59018,0,NOT_ELECTED,27,40,0
Molkoselkä Eero,SML,KES,142.52849,0,NOT_ELECTED,19,30,0
Matikainen Hanne,SML,KES,138.21791,0,NOT_ELECTED,17,36,1
Väljä Timo,SML,KES,131.93147,0,NOT_ELECTED,26,38,0
